PERSONID	SERIAL	MOTIVE	MEANS1	CHARACTER1	OCCASION1	LOCATION1	OBJECT1	SPECIALTY1	INVADEMODE1	FLEEMODE1	TOOL1	FASHION1	TOOLSSOURCE1	COMMRULE1	ZONE1
R3607230019992008010002	1	122	2105	545	11	1805	516	27	2305	6	W0170	206	11	16	445102
R3607230019992008010003	1	105	4300	525	68	2303	550	11	2105	3	G0404	202	11	18	210123
R3607230019992008010004	1	110	4512	120	13	2481	524	18	2113	6	W0890	208	11	12	210905
R3607230019992008010005	1	126	1115	404	31	2229	509	40	2307	6	E0100	206	11	13	142201
R3607230019992008010006	1	116	5180	390	64	2213	539	49	2308	1	U0450	204	11	15	513432
R3607230019992008010007	1	108	5701	122	60	2230	533	27	2100	4	A0303	203	11	14	532324
R3607230019992008010008	1	127	3506	304	46	2314	539	1	2207	3	J0300	301	11	19	341102
R3607230019992008020001	1	118	6401	303	71	2310	558	29	2210	5	Y0007	208	11	11	650000
R3607230019992008020002	1	110	5407	542	47	2300	506	24	2404	2	H1005	200	11	13	130433
R3607230019992008030001	1	102	1101	121	27	1307	549	80	2117	5	W0901	206	11	18	420703
R3607230019992008030002	1	127	3519	531	16	1100	548	10	2109	4	C0223	202	11	17	542228
R3607230019992008030003	1	121	4900	810	67	2302	543	81	2402	4	K1099	100	11	18	530328
R3607230019992008040001	1	119	4512	300	61	1602	572	6	2123	1	G0502	120	11	12	350628
R3607230019992008040002	1	108	6414	390	72	703	571	8	2203	3	I0200	100	11	11	654325
R3607230019992008040003	1	104	4500	809	65	300	525	48	2401	1	H0999	299	11	13	542331
R3607230019992008040004	1	108	3290	404	11	1701	513	48	2213	3	C0105	204	11	13	510421
R3607230019992008040005	1	122	3502	554	42	1600	505	11	2105	5	Y0059	300	11	18	653001
R3607230019992008040006	1	118	4904	567	28	1107	529	31	2307	4	W0901	120	11	12	411722
R3607230019992008040007	1	120	3490	532	67	2202	545	21	2126	3	W0826	312	11	18	130230
R3607230019992008040008	1	115	1115	110	10	2212	554	3	2208	4	X0084	190	11	16	622103
R3607230019992008040009	1	123	6441	100	11	1480	557	51	2116	4	B0506	302	11	18	420822
R3607230019992008040010	1	112	5684	513	52	1708	545	46	2113	4	B1000	190	11	15	542400
R3607230019992008040011	1	104	2390	559	30	1805	530	27	2304	4	W0320	201	11	12	350525
R3607230019992008040012	1	109	6523	537	11	1702	533	16	2403	4	A0104	120	11	11	110227
R3607230019992008040013	1	115	5117	801	32	2333	553	36	2101	4	E0601	110	11	14	452205
R3607230019992008040014	1	104	5207	124	61	2100	532	15	2405	4	I0899	208	11	18	320300
R3607230019992008050001	1	111	6420	515	73	2332	530	11	2203	4	X0045	205	11	17	360427
R3607230019992008060001	1	111	7480	554	43	2402	526	36	2100	3	G0302	200	11	15	210404
R3607230019992008060002	1	115	6203	550	25	2109	505	1	2123	5	E0133	100	11	16	430603
R3607230019992008060003	1	106	6110	205	67	1705	574	26	2202	5	E0113	100	11	16	430421
R3607230019992008060004	1	113	6500	290	32	1184	567	44	2102	6	I1303	110	11	17	370213
R3607230019992008060005	1	125	4201	201	15	704	560	48	2305	3	P0200	190	11	14	430301
R3607230019992008060007	1	102	4111	572	72	2382	511	46	2309	1	W0144	313	11	11	320502
R3607230019992008060008	1	105	6409	503	26	1500	543	35	2400	1	X0032	110	11	13	430822
R3607230019992008060009	1	104	5311	100	21	1303	551	82	2401	4	X0012	201	11	13	622223
R3607230019992008060011	1	126	2401	516	23	2205	513	6	2211	2	U0299	190	11	15	152135
R3607230019992008060012	1	109	2206	535	12	2232	564	3	2120	4	Y0045	206	11	12	362334
R3607230019992008060013	1	118	5310	404	23	2282	504	7	2209	1	C0231	209	11	14	331023
R3607230019992008060014	1	101	5182	507	44	2307	543	80	2118	5	F0100	200	11	19	370403
R3607230019992008060015	1	124	5317	546	22	2280	527	49	2404	6	E0300	110	11	13	653122
R3607230019992008060016	1	117	7301	513	61	1603	529	48	2116	4	I0100	100	11	17	532324
R3607230019992008060017	1	109	2300	549	47	2212	559	46	2305	4	L0204	205	11	16	150404
R3607230019992008060018	1	103	5605	527	31	2109	525	2	2104	5	A1304	100	11	18	542626
R3607230019992008060019	1	113	4500	122	11	2102	543	29	2126	1	X0043	203	11	15	130906
R3607230019992008070002	1	106	7482	568	32	199	528	36	2102	5	A0999	313	11	19	341824
R3607230019992008070003	1	116	5310	522	13	1182	567	45	2100	1	Y0007	299	11	11	372321
R3607230019992008070005	1	114	1111	522	60	1500	566	28	2301	3	Q0402	206	11	19	371326
R3607240019992007070001	1	123	7114	514	12	1104	574	29	2112	5	C0229	311	11	11	610125
R3607240019992007070002	1	118	6510	801	45	1705	509	41	2104	6	J0301	190	11	11	142422
R3607240019992007070003	1	106	4302	533	72	2310	516	5	2113	6	C0306	311	11	16	360121
R3607240019992007070005	1	119	5000	536	71	2284	532	15	2306	5	D0101	300	11	19	654040
R3607240019992007070006	1	107	4913	302	27	1601	506	9	2207	3	X0086	311	11	11	411600
R3607240019992007070008	1	120	5316	804	12	2206	524	2	2209	6	H0800	120	11	14	632826
R3607240019992007070009	1	105	5117	807	11	2225	519	31	2115	2	A1003	205	11	14	421181
R3607240019992007070012	1	112	5611	526	41	2480	514	49	2123	4	S0320	205	11	14	352203
R3607240019992007070013	1	110	5114	501	44	2202	510	34	2103	2	H1500	200	11	16	210283
R3607240019992007070014	1	117	3521	545	10	2407	540	5	2400	4	A0502	202	11	17	441302
R3607240019992007070016	1	111	4280	519	11	2285	564	44	2308	2	A1301	120	11	11	450211
R3607240019992007070017	1	101	2102	539	48	1881	540	23	2203	2	K0820	301	11	14	452231
R3607240019992007070018	1	111	7488	302	71	2101	505	5	2402	2	A0502	200	11	12	511025
R3607240019992007070020	1	123	5606	549	73	2204	551	27	2103	4	R0200	204	11	12	210105
R3607240019992007070021	1	110	6430	555	15	2316	573	44	2210	1	C0244	206	11	17	320124
R3607240019992007070022	1	122	6409	509	25	1200	508	28	2308	2	D0104	110	11	14	522601
R3607240019992007070023	1	127	4203	200	66	2332	562	3	2105	6	A0111	204	11	19	330727
R3607240019992007070024	1	126	4390	406	30	1899	563	20	2300	6	X0044	311	11	14	370785
R3607240019992007070025	1	122	2306	803	66	1410	567	26	2100	1	K0704	204	11	13	220800
R3607240019992007070026	1	104	3690	540	14	1880	559	14	2211	1	H1002	299	11	17	542521
R3607240019992007070027	1	120	5102	502	60	2403	574	50	2114	6	W0422	202	11	18	340503
R3607240019992007070029	1	101	5183	537	47	1103	572	45	2116	5	B0160	100	11	18	371581
R3607240019992007070030	1	112	5605	551	73	1603	558	37	2404	3	E0411	312	11	11	371203
R3607240019992007070031	1	107	4609	521	43	1408	562	14	2110	3	J0202	207	11	19	513100
R3607240019992007070033	1	126	2308	301	28	2213	547	15	2112	4	A0403	312	11	16	632822
R3607240019992007070056	1	118	5580	122	30	1701	520	43	2405	6	E0299	209	11	19	652100
R3607240019992007070057	1	103	5611	559	24	2380	564	18	2106	6	C0204	203	11	15	220524
R3607240019992007070059	1	121	2113	520	70	1805	523	30	2302	5	F0100	204	11	11	422801
R3607240019992007070060	1	111	2201	507	60	1405	501	27	2203	6	D0220	205	11	12	120224
R3607240019992007070071	1	109	5204	536	15	1602	516	49	2121	4	C0228	313	11	13	373009
R3607240019992007080001	1	115	6413	569	26	2403	550	44	2110	2	W0280	200	11	15	220822
R3607240019992007080002	1	118	5310	806	63	2313	509	48	2105	4	E0303	201	11	17	350821
R3607240019992007080005	1	123	5481	303	65	2315	525	46	2305	6	C0403	300	11	18	411726
R3607240019992007090001	1	124	1103	508	72	2300	564	7	2122	2	W0484	301	11	17	522330
R3607240019992007090002	1	112	5480	550	63	1404	573	82	2406	2	A0802	190	11	14	350182
R3607240019992007090003	1	124	6406	504	52	1105	517	4	2115	1	G0206	100	11	13	440507
R3607240019992007090004	1	112	7200	541	24	2399	539	32	2109	2	Q0404	202	11	16	120000
R3607240019992007090005	1	110	6190	508	48	2216	533	3	2124	1	W0422	110	11	12	371526
R3607240019992007090009	1	119	7204	516	52	2330	545	15	2106	4	Q0699	206	11	11	210921
R3607240019992007090010	1	123	6511	549	43	2407	530	48	2302	5	A1605	206	11	15	410304
R3607240019992007100002	1	123	6304	555	50	1805	601	46	2103	2	L0207	190	11	17	610528
R3607240019992007100003	1	110	4600	561	41	1500	556	50	2102	2	X0065	209	11	15	220212
R3607240019992007100004	1	108	6900	302	61	1700	574	40	2406	5	F0607	209	11	17	653000
R3607240019992007100005	1	127	4513	513	26	2313	549	11	2106	5	H0300	204	11	14	410122
R3607240019992007120001	1	121	3518	564	61	2328	602	42	2212	4	W0524	120	11	13	110101
R3607240019992007120002	1	122	5113	519	26	1108	522	20	2104	4	W0348	110	11	16	445202
R3607240019992007120003	1	118	5403	390	15	1400	540	40	2206	3	H0200	110	11	18	150501
R3607240019992007120004	1	123	5504	506	48	1108	548	23	2403	5	R0206	302	11	13	540121
R3607240019992008010001	1	117	4507	513	44	2206	573	44	2303	3	W0124	100	11	14	542621
R3607240019992008010002	1	121	3519	518	73	2335	552	37	2300	3	J0207	202	11	14	373003
R3607240019992008010003	1	117	5205	810	68	2382	507	6	2403	3	W0392	100	11	19	610113
R3607240019992008010004	1	106	6101	526	68	2334	563	50	2208	3	J0306	300	11	14	622824
R3607240019992008010005	1	119	6304	813	21	2101	559	35	2118	6	B0503	207	11	17	513436
R3607240019992008010006	1	114	4400	571	15	1781	513	33	2121	2	C0399	311	11	19	341730
R3607240019992008010007	1	109	4112	564	48	2327	508	7	2307	4	P0106	207	11	19	511526
R3607240019992008010008	1	114	3390	547	32	1301	559	40	2307	5	F0409	200	11	12	430529
R3607240019992008030005	1	117	7404	534	65	705	534	50	2304	2	O0299	208	11	14	140201
R3607240019992008040003	1	107	6437	590	70	1702	520	43	2202	6	N0104	209	11	17	411505
R3607240019992008050001	1	127	7207	400	42	599	552	35	2300	1	I0999	299	11	14	150425
R3607240019992008060003	1	116	2121	526	32	2216	546	41	2102	4	Y0023	190	11	12	320586
R3607240019992008110001	1	117	3509	508	13	1702	509	15	2116	2	D0102	110	11	15	620524
R3607240039992007080001	1	102	3611	121	71	1604	521	51	2209	2	H0102	299	11	15	210801
R3607240039992007080002	1	103	4582	557	60	2384	574	44	2201	4	X0046	206	11	14	441700
R3607240039992007080003	1	118	1107	510	60	2332	559	82	2404	2	B0205	301	11	17	340300
R3607243019992007070001	1	116	6427	404	42	2113	501	81	2114	2	W0446	100	11	18	421121
R3607243019992007070002	1	101	4505	540	73	1409	522	18	2106	2	Q0106	201	11	13	542126
R3607243019992007080001	1	124	4582	110	43	2311	502	80	2106	6	I0899	313	11	15	450400
R3607243019992007080003	1	104	3240	490	70	1199	546	51	2203	3	A1600	207	11	11	530324
R3607243019992007080004	1	116	5180	507	30	1782	601	41	2100	6	Y0022	200	11	11	130209
R3607243019992007090001	1	126	2205	547	32	2100	544	2	2119	2	C0223	201	11	19	370100
R3607243019992007090002	1	108	1301	504	30	2114	521	27	2119	3	Q0700	208	11	16	350500
R3607243029992007070001	1	127	3690	805	15	2281	546	80	2308	4	M0103	200	11	11	542126
R3607243029992007070003	1	105	3507	565	52	199	503	21	2124	2	Q0504	120	11	17	420206
R3607243029992007070004	1	115	4104	563	41	2326	574	26	2100	5	C0306	207	11	11	371311
R3607243029992007070005	1	110	4102	404	60	2111	523	1	2200	5	Y0001	302	11	11	142424
R3607243029992007080001	1	122	5690	548	23	2334	556	17	2202	4	O0301	203	11	11	452624
R3607243029992007100002	1	123	6421	290	30	1601	547	6	2302	1	B0904	313	11	15	341881
R3607243029992007110001	1	106	6523	532	51	2222	510	15	2212	6	V9900	110	11	12	452731
R3607243039992007070001	1	103	4100	515	28	1103	512	47	2105	4	X0063	209	11	13	511522
R3607243049992007090001	1	106	2407	541	14	2215	563	9	2112	5	L0705	205	11	15	622425
R3607243049992007090002	1	111	3506	200	32	2381	538	6	2107	2	W0100	208	11	13	533224
R3607243079992007080001	1	127	6204	516	67	1500	565	43	2206	4	D0104	301	11	13	421083
R3607243079992007080002	1	109	7101	500	44	1706	572	29	2201	3	R0204	201	11	16	522730
R3607243109992007070001	1	107	7104	806	50	2208	543	3	2105	3	D0106	208	11	12	220422
R3607243119992007070001	1	105	4401	812	22	1707	528	35	2212	5	B0702	207	11	16	232500
R3607243119992008040001	1	108	7482	547	46	2302	555	10	2113	5	W0208	100	11	18	620302
R3607250019992007070001	1	102	4607	552	46	1502	539	40	2307	1	W0608	200	11	19	530622
R3607250019992007070002	1	118	5207	572	68	2115	554	35	2111	6	U0150	204	11	11	210602
R3607250019992007070003	1	103	6412	300	42	2308	526	12	2105	4	E0160	208	11	12	410400
R3607250019992007070004	1	110	5404	514	32	1399	504	6	2119	4	O0200	312	11	17	371501
R3607250019992007070005	1	111	6101	553	31	1502	565	17	2400	2	H1100	205	11	11	320111
R3607250019992007070006	1	106	7481	512	68	1499	503	34	2111	6	K0200	202	11	18	130521
R3607250019992007070028	1	116	6425	804	21	599	571	27	2404	1	W0840	208	11	19	522330
R3607250019992007070029	1	105	5108	548	41	300	537	12	2308	5	L0201	313	11	19	460101
R3607250019992007080002	1	109	5200	521	69	2227	518	4	2116	3	X0071	207	11	12	522328
R3607250019992007080003	1	109	3611	549	42	2110	522	36	2309	6	K0499	205	11	16	420981
R3607250019992007080004	1	110	7103	800	30	1804	572	47	2305	1	O0199	208	11	17	500109
R3607250019992007080005	1	120	6416	406	28	2303	568	18	2111	6	N0205	204	11	13	511001
R3607250019992007080006	1	101	1112	523	11	1108	573	36	2305	6	G0301	100	11	15	622725
R3607250019992007080007	1	116	4602	305	22	799	569	11	2302	3	R0205	299	11	12	511302
R3607250019992008080074	1	124	2201	205	41	2406	523	45	2114	4	E0113	110	11	11	510781
R3607250019992008080086	1	103	5704	500	27	1500	538	23	2403	4	M0200	300	11	15	452130
R3607250019992008080087	1	113	5607	561	10	700	559	14	2308	5	W0340	207	11	12	445381
R3607250019992008080091	1	102	3518	808	20	2209	536	5	2300	2	B0100	203	11	14	430909
R3607253019992007080001	1	120	5480	205	32	2403	546	15	2212	1	F0201	206	11	16	432522
R3607253019992007080002	1	121	4913	813	28	2303	529	6	2107	1	V0120	203	11	18	522636
R3607253019992007080003	1	111	2209	541	65	1703	528	15	2209	3	U0230	300	11	19	420202
R3607253019992007080005	1	102	5307	564	28	2399	507	4	2406	3	I0700	311	11	14	140400
R3607253019992007080006	1	109	7105	402	27	2283	566	26	2124	5	R9900	204	11	14	410202
R3607253019992007080008	1	119	7483	801	65	2382	569	26	2100	6	G0501	300	11	13	320201
R3607253029992007080001	1	115	1110	573	61	1407	537	81	2110	4	C0300	209	11	13	371421
R3607253029992007080002	1	116	3301	568	50	700	573	45	2122	3	F0408	204	11	15	131024
R3607020019992008020010	1	118	6419	490	68	2407	602	20	2212	6	S0105	313	11	19	410183
R3607020019992008020020	1	108	6411	503	62	2207	567	42	2205	3	B0902	311	11	17	220621
R3607020019992008020022	1	112	4101	490	16	702	519	32	2111	1	F0406	200	11	13	410322
R3607020019992008020023	1	117	3514	100	14	1108	559	29	2400	6	A1605	206	11	15	411621
R3607020019992008020024	1	115	1108	130	30	1411	546	46	2100	1	L0403	208	11	18	410411
R3607020019992008020025	1	111	5321	404	20	1180	559	37	2201	6	H0499	208	11	13	610725
R3607020019992008030021	1	109	6103	550	48	1406	550	32	2117	6	A1199	208	11	11	230306
R3607020019992008030026	1	107	6428	541	44	1604	559	4	2104	6	C0109	206	11	19	210303
R3607020019992008030027	1	120	4204	501	48	1601	539	34	2115	2	C0231	202	11	15	652925
R3607020019992008030047	1	124	3621	516	31	2211	522	1	2115	2	P0400	301	11	11	532729
R3607020019992008030048	1	104	5505	560	10	2499	565	50	2116	4	C0242	207	11	14	420529
R3607020019992008030049	1	117	2308	527	22	390	536	26	2126	3	K0300	209	11	18	420106
R3607020019992008030061	1	113	4190	522	42	1107	529	16	2111	1	C0306	110	11	12	370403
R3607020019992008030062	1	116	6411	806	22	1802	538	26	2113	1	E0118	208	11	14	520326
R3607020019992008030067	1	121	5405	533	41	1299	528	41	2213	4	W0192	205	11	17	445322
R3607020019992008030068	1	108	5616	546	48	1406	532	36	2309	1	B0701	203	11	18	130701
R3607020019992008040001	1	123	6410	406	68	2480	562	35	2113	4	U0299	301	11	13	130404
R3607020019992008040002	1	108	5710	573	60	1185	509	47	2123	5	D0100	203	11	19	150622
R3607020019992008040003	1	116	4210	527	10	1199	602	31	2205	4	B0201	299	11	15	140226
R3607020019992008040004	1	112	7110	545	45	1104	541	31	2109	2	C0307	204	11	13	230224
R3607020019992008040005	1	105	2406	100	45	1199	510	14	2302	5	G0206	202	11	12	640101
R3607020019992008040006	1	102	4113	560	48	310	538	51	2305	5	X0067	207	11	14	650104
R3607020019992008040007	1	123	6303	403	27	1199	544	6	2306	2	X0037	110	11	15	513125
R3607020019992008040008	1	123	6301	526	20	2324	526	42	2116	5	F0201	202	11	12	452424
R3607020019992008040012	1	110	4205	528	10	2335	535	4	2404	6	H0799	300	11	18	210400
R3607020019992008040013	1	116	3390	511	68	1404	532	81	2209	2	E0209	205	11	13	152501
R3607020019992008040015	1	123	4405	110	43	2381	546	45	2107	3	C0106	200	11	12	430525
R3607020019992008040016	1	104	4211	507	32	2181	509	9	2404	5	D0112	299	11	19	520125
R3607020019992008040019	1	111	6404	290	62	2318	506	25	2309	1	L0399	206	11	13	513127
R3607020019992008040020	1	117	5301	524	31	2303	522	3	2307	3	M0200	100	11	14	420000
R3607020019992008040025	1	123	7488	502	25	1704	573	48	2112	2	N0301	201	11	12	441322
R3607020019992008040026	1	117	5508	305	20	2221	547	20	2202	4	R0203	201	11	14	350822
R3607020019992008040027	1	123	5203	502	51	701	556	9	2123	4	G0299	205	11	14	610422
R3607020019992008040035	1	120	5503	122	30	2381	518	82	2103	2	F0606	207	11	13	142302
R3607020019992008040036	1	111	5612	550	21	2100	512	47	2118	3	H1000	208	11	11	140110
R3607020019992008050025	1	105	5380	123	30	1311	530	48	2126	6	D0230	205	11	17	341721
R3607020019992008050029	1	112	5313	556	41	1704	564	33	2406	4	E0501	311	11	13	340802
R3607020019992008050030	1	108	2104	520	13	2313	503	24	2126	5	H0107	203	11	14	530524
R3607020019992008050033	1	108	4603	535	69	2280	545	42	2302	2	C0240	209	11	14	130636
R3607020019992008050034	1	110	4211	555	45	1880	524	30	2303	2	W0578	110	11	17	530302
R3607020019992008060012	1	122	2114	501	51	1403	513	49	2114	6	M9900	206	11	15	632802
R3607020019992008060013	1	117	6417	290	16	1704	512	81	2111	5	X0024	100	11	17	330900
R3607020019992008060014	1	125	4114	555	44	2225	503	22	2203	3	L0199	302	11	16	542624
R3607020019992008060015	1	125	3512	525	13	1104	552	51	2212	1	A0592	299	11	17	532529
R3607020019992008060016	1	120	7400	808	20	2104	547	42	2205	4	X0030	110	11	15	370503
R3607020019992008060017	1	103	6408	120	26	1782	534	16	2307	4	X0077	202	11	14	440100
R3607020019992008060018	1	122	4906	510	30	382	527	37	2308	2	L0530	302	11	18	130100
R3607020019992008060019	1	105	7402	530	22	2100	573	82	2125	3	Y0037	202	11	18	130703
R3607020019992008060024	1	119	4000	563	25	599	509	80	2210	2	T0200	300	11	11	632323
R3607020019992008060028	1	103	6417	506	47	1783	561	3	2103	6	E0406	190	11	16	150526
R3607020019992008060029	1	121	2211	520	60	2222	537	8	2113	5	U0300	313	11	18	622800
R3607020019992008060030	1	118	5205	301	47	2303	523	1	2400	5	F0600	203	11	14	540102
R3607020019992008060036	1	103	4505	517	66	1399	529	19	2402	2	W0886	311	11	17	140426
R3607020019992008060037	1	124	2126	529	12	1503	515	34	2211	4	C0203	299	11	15	150626
R3607020019992008060038	1	123	6304	532	63	2326	542	3	2402	2	E0300	313	11	18	411601
R3607020019992008060042	1	106	6531	547	51	1708	540	51	2105	4	Y0051	203	11	11	530000
R3607020019992008060048	1	121	6517	806	12	1185	566	37	2106	3	X0055	208	11	14	542128
R3607020019992008060049	1	104	4180	538	45	702	522	17	2100	5	N0204	206	11	12	220106
R3607020019992008060068	1	120	5313	536	51	1801	602	81	2119	1	O0205	190	11	15	530428
R3607020019992008060069	1	122	1109	527	45	2321	539	34	2209	2	P0104	313	11	14	320124
R3607020019992008060070	1	125	2100	404	68	1783	519	42	2309	6	L0601	201	11	15	330502
R3607020019992008070035	1	117	1303	509	68	1500	561	30	2203	1	A1799	209	11	18	452101
R3607020019992008070036	1	108	1101	800	27	330	516	12	2206	6	X0024	190	11	14	130923
R3607020019992008070038	1	115	8900	570	41	2200	573	28	2206	3	J0302	201	11	14	420115
R3607020019992008090005	1	112	2111	537	60	1401	550	11	2405	5	I1000	110	11	12	510902
R3607020019992008090010	1	112	6106	805	67	2311	531	81	2213	1	B0907	313	11	12	411302
R3607020019992008090012	1	116	3502	572	43	1407	560	15	2108	4	F0403	203	11	15	440881
R3607020019992008090013	1	111	2105	305	73	2233	534	23	2115	6	C0306	201	11	17	360700
R3607020019992008090014	1	111	6190	401	66	2331	505	25	2103	2	F0409	207	11	11	522636
R3607020019992008090033	1	125	4912	526	21	1881	512	37	2302	4	G0208	207	11	17	610203
R3607020019992008090034	1	118	5308	590	51	2180	535	81	2125	3	V0110	200	11	19	640301
R3607020019992008100014	1	123	3515	564	48	2333	569	25	2120	3	Y0013	190	11	18	640203
R3607020019992008110002	1	123	7203	554	45	2212	526	39	2305	5	K0702	200	11	16	210111
R3607020019992008120005	1	107	5000	302	26	1782	537	21	2200	2	A0600	205	11	18	530113
R3607020019992008120007	1	122	5615	541	30	1705	553	81	2100	1	X0048	208	11	15	131081
R3607020019992009030007	1	121	4590	559	16	1699	547	36	2304	3	K0750	300	11	19	321282
R3607020019992009030008	1	101	5316	509	32	383	524	10	2111	2	C0227	206	11	11	532922
